start_time,date,sopr_ratio
1685145600000,2023-05-27,0.962386327975862
1685232000000,2023-05-28,1.3753968018792977
1685318400000,2023-05-29,1.0082296734701113
1685404800000,2023-05-30,1.3202042054721244
1685491200000,2023-05-31,1.125318252194351
1685577600000,2023-06-01,1.1674642957394
1685664000000,2023-06-02,1.1047036740972962
1685750400000,2023-06-03,0.9458294881411202
1685836800000,2023-06-04,1.0014575700012045
1685923200000,2023-06-05,1.1730298898724827
1686009600000,2023-06-06,1.0660346237679703
1686096000000,2023-06-07,1.190555662523061
1686182400000,2023-06-08,1.363138699703571
1686268800000,2023-06-09,1.2842673439531995
1686355200000,2023-06-10,0.8000900198414292
1686441600000,2023-06-11,1.1787341420539124
1686528000000,2023-06-12,1.185487316113751
1686614400000,2023-06-13,1.1750063673649376
1686700800000,2023-06-14,1.1743665657485438
1686787200000,2023-06-15,1.0031330223806705
1686873600000,2023-06-16,1.1791079169848633
1686960000000,2023-06-17,1.0160372508673738
1687046400000,2023-06-18,1.5127855986309608
1687132800000,2023-06-19,1.3769035484891137
1687219200000,2023-06-20,0.7587317708579512
1687305600000,2023-06-21,0.977593590344087
1687392000000,2023-06-22,1.1499884364277269
1687478400000,2023-06-23,1.037180851897462
1687564800000,2023-06-24,1.5370647600084566
1687651200000,2023-06-25,1.7852742245894406
1687737600000,2023-06-26,1.2840848049023028
1687824000000,2023-06-27,1.42951502157871
1687910400000,2023-06-28,1.5663706905238004
1687996800000,2023-06-29,0.8305520149805274
1688083200000,2023-06-30,1.454298238358298
1688169600000,2023-07-01,2.6277681608589663
1688256000000,2023-07-02,1.462400737165083
1688342400000,2023-07-03,1.2162440559712104
1688428800000,2023-07-04,1.291782599456096
1688515200000,2023-07-05,1.093025349516226
1688601600000,2023-07-06,0.6081096097154689
1688688000000,2023-07-07,1.169958564653239
1688774400000,2023-07-08,1.2874970496479785
1688860800000,2023-07-09,1.372103667736789
1688947200000,2023-07-10,1.002463020016946
1689033600000,2023-07-11,1.5790653845360083
1689120000000,2023-07-12,1.100910305609191
1689206400000,2023-07-13,0.7903244973683613
1689292800000,2023-07-14,1.3250877266994048
1689379200000,2023-07-15,1.2871827148118666
1689465600000,2023-07-16,1.2505612835882105
1689552000000,2023-07-17,0.8066565426182215
1689638400000,2023-07-18,1.384168181870005
1689724800000,2023-07-19,1.170561413776013
1689811200000,2023-07-20,1.23033855621218
1689897600000,2023-07-21,0.6870209943626338
1689984000000,2023-07-22,2.0621824660433634
1690070400000,2023-07-23,1.4015592189081376
1690156800000,2023-07-24,1.2553337371513469
1690243200000,2023-07-25,0.9299306272544456
1690329600000,2023-07-26,1.0456753626546256
1690416000000,2023-07-27,0.7604640042177347
1690502400000,2023-07-28,0.730602186031368
1690588800000,2023-07-29,1.4245313983246677
1690675200000,2023-07-30,1.0753469305760133
1690761600000,2023-07-31,0.8984289192497507
1690848000000,2023-08-01,1.140416308370548
1690934400000,2023-08-02,0.7624544526287459
1691020800000,2023-08-03,1.1798598555728863
1691107200000,2023-08-04,1.160611632260823
1691193600000,2023-08-05,1.155285391317998
1691280000000,2023-08-06,1.3276009236224704
1691366400000,2023-08-07,1.0211719701678907
1691452800000,2023-08-08,0.9198937988967788
1691539200000,2023-08-09,1.2654544689586886
1691625600000,2023-08-10,1.0562893701494438
1691712000000,2023-08-11,1.4388242000260398
1691798400000,2023-08-12,1.4472331201305968
1691884800000,2023-08-13,1.4131270801769278
1691971200000,2023-08-14,1.1047402295330846
1692057600000,2023-08-15,1.2312886593949397
1692144000000,2023-08-16,1.0983582495571078
1692230400000,2023-08-17,1.340192474890512
1692316800000,2023-08-18,1.104607465243648
1692403200000,2023-08-19,1.003019605019577
1692489600000,2023-08-20,1.1528967773736858
1692576000000,2023-08-21,1.185415838271125
1692662400000,2023-08-22,1.2692102904905596
1692748800000,2023-08-23,0.9330305592995264
1692835200000,2023-08-24,1.029919392845706
1692921600000,2023-08-25,1.1819812335313509
1693008000000,2023-08-26,0.9053311199209646
1693094400000,2023-08-27,1.5643871772500584
1693180800000,2023-08-28,1.1309696779094478
1693267200000,2023-08-29,0.7152839411900056
1693353600000,2023-08-30,1.138792045954082
1693440000000,2023-08-31,1.0723063335380394
1693526400000,2023-09-01,1.1240127297310916
1693612800000,2023-09-02,0.9184565624615302
1693699200000,2023-09-03,0.834187870005841
1693785600000,2023-09-04,1.0240703866237617
1693872000000,2023-09-05,1.0380248241024446
1693958400000,2023-09-06,1.2328185743687703
1694044800000,2023-09-07,1.0202361396039734
1694131200000,2023-09-08,1.0555906922057396
1694217600000,2023-09-09,0.821809827554334
1694304000000,2023-09-10,1.074940622683778
1694390400000,2023-09-11,0.900850520767224
1694476800000,2023-09-12,0.8152028325061649
1694563200000,2023-09-13,0.9850446232727614
1694649600000,2023-09-14,1.3778647685137626
1694736000000,2023-09-15,1.2936924842118558
1694822400000,2023-09-16,1.0565731937176543
1694908800000,2023-09-17,1.1948279659777
1694995200000,2023-09-18,1.7046455104259142
1695081600000,2023-09-19,2.3576565294311425
1695168000000,2023-09-20,1.0160328982220153
1695254400000,2023-09-21,0.984365539349042
1695340800000,2023-09-22,1.167208104343695
1695427200000,2023-09-23,1.0333065049012766
1695513600000,2023-09-24,1.1626414765193145
1695600000000,2023-09-25,1.1437862039659046
1695686400000,2023-09-26,1.0426354111881615
1695772800000,2023-09-27,0.9404014127803132
1695859200000,2023-09-28,1.185751588711797
1695945600000,2023-09-29,1.0766234684701892
1696032000000,2023-09-30,1.3128933860976246
1696118400000,2023-10-01,0.9905490577001138
1696204800000,2023-10-02,0.8514250270765252
1696291200000,2023-10-03,1.2266592526394675
1696377600000,2023-10-04,1.309708141832841
1696464000000,2023-10-05,0.9269461498128188
1696550400000,2023-10-06,1.1466031533578134
1696636800000,2023-10-07,1.5587023855982651
1696723200000,2023-10-08,1.2628641963284777
1696809600000,2023-10-09,1.451078663474813
1696896000000,2023-10-10,1.183051385901174
1696982400000,2023-10-11,1.0772119519139856
1697068800000,2023-10-12,0.9455691010826008
1697155200000,2023-10-13,1.050761932625386
1697241600000,2023-10-14,1.494689121546931
1697328000000,2023-10-15,1.097821996991165
1697414400000,2023-10-16,0.9926029992497908
1697500800000,2023-10-17,0.9545623570907602
1697587200000,2023-10-18,1.130460771398888
1697673600000,2023-10-19,0.8914323574541205
1697760000000,2023-10-20,1.0328597341973371
1697846400000,2023-10-21,1.19171797681288
1697932800000,2023-10-22,1.1609588975155276
1698019200000,2023-10-23,1.1318264813348031
1698105600000,2023-10-24,1.181819042442854
1698192000000,2023-10-25,1.335763283861462
1698278400000,2023-10-26,1.667584560457856
1698364800000,2023-10-27,1.30949561549074
1698451200000,2023-10-28,1.5243686141988584
1698537600000,2023-10-29,1.5930702495455176
1698624000000,2023-10-30,1.2727477950571418
1698710400000,2023-10-31,1.212607627552936
1698796800000,2023-11-01,2.102086186755173
1698883200000,2023-11-02,1.3004499480110754
1698969600000,2023-11-03,1.205981168385392
1699056000000,2023-11-04,1.3475650030990858
1699142400000,2023-11-05,1.2998162560781954
1699228800000,2023-11-06,1.480825058057227
1699315200000,2023-11-07,1.423970034261563
1699401600000,2023-11-08,1.4713078022617896
1699488000000,2023-11-09,1.2235701665104517
1699574400000,2023-11-10,1.4649469017741912
1699660800000,2023-11-11,1.366233088417548
1699747200000,2023-11-12,1.3234075989067322
1699833600000,2023-11-13,1.5280769690697749
1699920000000,2023-11-14,1.4338843962006416
1700006400000,2023-11-15,1.3849979550823248
1700092800000,2023-11-16,1.398631917497511
1700179200000,2023-11-17,1.3620768082146937
1700265600000,2023-11-18,1.6977427755542576
1700352000000,2023-11-19,1.5867986883846248
1700438400000,2023-11-20,1.560294800385071
1700524800000,2023-11-21,1.5594212860992305
1700611200000,2023-11-22,1.2109747224695109
1700697600000,2023-11-23,1.4886167304643956
1700784000000,2023-11-24,1.29646261410012
1700870400000,2023-11-25,1.3923244144925138
1700956800000,2023-11-26,1.5087350763937897
1701043200000,2023-11-27,1.353504523499448
1701129600000,2023-11-28,1.5052006071636088
1701216000000,2023-11-29,1.3234843156886942
1701302400000,2023-11-30,0.948669119883634
1701388800000,2023-12-01,1.5740315688855078
1701475200000,2023-12-02,1.8765520381638252
1701561600000,2023-12-03,1.4843174954117673
1701648000000,2023-12-04,1.571109391706206
1701734400000,2023-12-05,1.4667470394650928
1701820800000,2023-12-06,1.4659763123477831
1701907200000,2023-12-07,1.718087388874168
1701993600000,2023-12-08,1.4662807743626172
1702080000000,2023-12-09,1.6886360023058102
1702166400000,2023-12-10,1.5748848192048177
1702252800000,2023-12-11,1.7428956660176953
1702339200000,2023-12-12,1.8853482697364043
1702425600000,2023-12-13,1.5690091264954005
1702512000000,2023-12-14,1.5536289483481172
1702598400000,2023-12-15,1.7828199169437022
1702684800000,2023-12-16,1.485164250262999
1702771200000,2023-12-17,1.6014113206269478
1702857600000,2023-12-18,2.0656869296136717
1702944000000,2023-12-19,1.4722678452096676
1703030400000,2023-12-20,1.6021496530688175
1703116800000,2023-12-21,1.5609149887904672
1703203200000,2023-12-22,1.4090083900717505
1703289600000,2023-12-23,1.9378925107018596
1703376000000,2023-12-24,2.993654123588487
1703462400000,2023-12-25,1.8332932990054305
1703548800000,2023-12-26,1.7172450732475713
1703635200000,2023-12-27,2.4167518690957013
1703721600000,2023-12-28,1.5321276579087906
1703808000000,2023-12-29,1.0841064314596882
1703894400000,2023-12-30,2.4782889381687982
1703980800000,2023-12-31,1.577236813694158
