start_time,c,h,l,o,t,v
1679673600000,27817.3,28040,27811.7,27997.3,1679673600,630189555.2607
1679677200000,27602.8,27903.3,27501,27817.3,1679677200,1597437086.2556
1679680800000,27728.1,27814.4,27552.5,27602.7,1679680800,769179848.6748
1679684400000,27811.3,27871,27672.4,27728.1,1679684400,566281667.2814
1679688000000,27577,27854.4,27464.2,27811.4,1679688000,731377904.287
1679691600000,27315.1,27618.2,26960,27577,1679691600,1780901239.2934
1679695200000,27279.4,27427.3,27255.1,27315,1679695200,492669152.3725
1679698800000,27438.9,27504,27263.1,27279.4,1679698800,411358159.5542
1679702400000,27538,27571.8,27409.9,27439,1679702400,347984386.8299
1679706000000,27485.1,27549.7,27400,27538,1679706000,286577918.2403
1679709600000,27585.5,27648.4,27444,27485.1,1679709600,338205505.2954
1679713200000,27568.6,27632.4,27529,27585.6,1679713200,197373535
1679716800000,27525,27598,27472.3,27568.6,1679716800,229497504.2932
1679720400000,27449.6,27534.6,27360,27524.9,1679720400,324779654.6994
1679724000000,27481,27524.3,27384.9,27449.5,1679724000,290387417.5364
1679727600000,27473.5,27569.5,27459.2,27480.9,1679727600,227777044.3605
1679731200000,27412.7,27500.3,27310,27473.5,1679731200,371475455.345
1679734800000,27469.9,27513.9,27302,27412.8,1679734800,448593027.4108
1679738400000,27460.6,27524.7,27381.5,27469.9,1679738400,313419527.733
1679742000000,27445.6,27519,27408.2,27460.7,1679742000,214661471.5813
1679745600000,27438.6,27471.8,27355,27445.7,1679745600,236502899.5228
1679749200000,27550.1,27618.4,27340,27438.6,1679749200,590681475.1346
1679752800000,27511.8,27641.5,27502.2,27550.1,1679752800,423364706.7226
1679756400000,27631.4,27788,27465.8,27511.7,1679756400,813557586.7548
1679760000000,27611.8,27721,27606.3,27631.4,1679760000,385266273.0834
1679763600000,27468,27634.9,27363,27611.7,1679763600,649067308.1114
1679767200000,27430.2,27524.9,27412,27468,1679767200,258087194.7895
1679770800000,27179.5,27430.2,27131.8,27430.2,1679770800,1007741513.6923
1679774400000,27341.4,27418,27139.7,27179.4,1679774400,519842758.782
1679778000000,27394.1,27447,27331.5,27341.5,1679778000,257244121.6533
1679781600000,27434.4,27522,27374.2,27394.2,1679781600,347695068.9087
1679785200000,27447.3,27475,27392.4,27434.4,1679785200,139323034.4329
1679788800000,27519.2,27625,27400,27447.2,1679788800,388467985.2898
1679792400000,27581,27640,27501.7,27519.1,1679792400,259958836.5585
1679796000000,27576.8,27599.8,27548.8,27581,1679796000,143427193.0068
1679799600000,27517.3,27607,27483.7,27576.8,1679799600,269328351.4784
1679803200000,27506,27523.3,27444.7,27517.2,1679803200,180440845.8823
1679806800000,27531.7,27545,27456,27506,1679806800,204547251.5012
1679810400000,27482.9,27560,27458.4,27531.7,1679810400,176894205.913
1679814000000,27492.4,27523.2,27466,27482.9,1679814000,127580765.7057
1679817600000,27643.1,27763.9,27460.9,27492.4,1679817600,759144287.0459
1679821200000,27675.6,27725,27608,27643.1,1679821200,393296756.9563
1679824800000,27668.6,27710,27620.6,27675.6,1679824800,245163818.7667
1679828400000,27852.1,27991.5,27630.2,27668.6,1679828400,629731552.2691
1679832000000,27904.3,27999,27819.1,27852,1679832000,922232575.5653
1679835600000,28139.5,28186.9,27867.5,27904.2,1679835600,985416260.8257
1679839200000,27782.1,28144.9,27677.3,28139.4,1679839200,1564730701.6028
1679842800000,27790.1,27866.4,27700,27782.1,1679842800,621436802.6065
1679846400000,27687.6,27875.2,27590.6,27790.1,1679846400,446067794.5274
1679850000000,27825.9,27847.7,27645.9,27687.7,1679850000,405956774.5369
1679853600000,27799,27934.7,27757.4,27826,1679853600,360773259.5846
1679857200000,27814.1,27846.4,27767.6,27798.9,1679857200,149924585.6895
1679860800000,27761.3,27888,27655.7,27814,1679860800,395796976.0746
1679864400000,27823.6,27826.3,27731.1,27761.3,1679864400,164838302.7517
1679868000000,28027.7,28077.1,27784.4,27823.7,1679868000,770062328.524
1679871600000,27954.3,28138.3,27931.5,28027.8,1679871600,545022609.593
1679875200000,27982.7,28019.4,27903.3,27954.2,1679875200,330957842.6488
1679878800000,27813.8,28004.2,27784.5,27982.6,1679878800,419958690.9113
1679882400000,27867.4,27884,27757.4,27813.9,1679882400,270688974.5432
1679886000000,27878.4,27920.7,27811.3,27867.3,1679886000,214758867.2114
1679889600000,27894,27929.2,27859.1,27878.4,1679889600,194546692.5574
1679893200000,27707.1,27905.4,27660,27894.1,1679893200,493903120.228
1679896800000,27770.9,27786,27650,27707.1,1679896800,384809140.8231
1679900400000,27794.5,27849.1,27734.5,27770.9,1679900400,315968295.7067
1679904000000,27837.4,27860,27760.1,27794.5,1679904000,233290933.968
1679907600000,27912.3,27968,27803.8,27837.4,1679907600,472418873.6468
1679911200000,27900.3,27932.4,27850,27912.3,1679911200,280303957.3326
1679914800000,27879.9,27986.8,27819.8,27900.3,1679914800,442605152.7072
1679918400000,27738,27917.4,27684,27879.9,1679918400,730416337.9225
1679922000000,27676.9,27834.2,27588,27737.9,1679922000,1091668554.5736
1679925600000,26933,27724.8,26911,27677,1679925600,3038063981.9196
1679929200000,26887.3,26999,26480,26932.9,1679929200,3532738011.0624
1679932800000,27133.3,27300,26838.8,26887.3,1679932800,1782058479.6386
1679936400000,26947.3,27200,26916,27133.2,1679936400,926343034.8661
1679940000000,27078.1,27170,26936,26947.2,1679940000,510216680.6735
1679943600000,26956.8,27131.3,26930,27078.1,1679943600,415063452.1031
1679947200000,27032.7,27049.7,26860,26956.9,1679947200,490678002.0935
1679950800000,27154.3,27189.7,26997.1,27032.8,1679950800,348565702.6946
1679954400000,27084.9,27246.9,27060.9,27154.3,1679954400,375889955.3615
1679958000000,27112,27164.4,27048,27084.8,1679958000,246635719.0042
1679961600000,26952.6,27150,26924.8,27112,1679961600,430104017.1427
1679965200000,27057.8,27162.5,26800,26952.7,1679965200,781145590.3982
1679968800000,27025.2,27074.4,26952.1,27057.7,1679968800,256178697.7014
1679972400000,26955.5,27032.4,26892.3,27025.2,1679972400,287549990.4372
1679976000000,26953.4,26985.4,26879.2,26955.6,1679976000,324594008.8863
1679979600000,26962.8,26989,26864,26953.5,1679979600,379596316.0255
1679983200000,27055.7,27132,26958.4,26962.7,1679983200,521255816.5948
1679986800000,26947.2,27087.2,26912.2,27055.6,1679986800,351042756.976
1679990400000,27000,27024.2,26910,26947.3,1679990400,321036060.9855
1679994000000,26865.1,27036.1,26803.1,27000,1679994000,514837329.5512
1679997600000,26733.6,26925,26610,26865.1,1679997600,1188785785.6833
1680001200000,27046.7,27150,26712.9,26733.6,1680001200,1432114770.8311
1680004800000,26967.2,27200,26840,27046.8,1680004800,1251858424.4932
1680008400000,26871.2,27016.5,26820.1,26967.3,1680008400,802568418.1448
1680012000000,26930,27011,26835,26871.3,1680012000,708710050.1547
1680015600000,26984.9,27060,26906.2,26930,1680015600,571311386.7222
1680019200000,26874.5,27011.8,26837.4,26984.8,1680019200,457772563.8023
1680022800000,26851.2,26922,26720.3,26874.4,1680022800,793694682.6158
1680026400000,27333,27388,26825.4,26851.1,1680026400,1547071482.4157
1680030000000,27412.1,27500,27150,27333.1,1680030000,1297816165.1797
1680033600000,27293.8,27482.5,27227,27412.1,1680033600,606518693.0166
1680037200000,27176.7,27319.9,27080,27293.9,1680037200,374740315.0924
1680040800000,27209,27224,27120,27176.7,1680040800,256086824.1362
1680044400000,27249.7,27312.3,27194.4,27209,1680044400,350001367.7009
1680048000000,27257.5,27329.9,27223.6,27249.7,1680048000,264123433.9432
1680051600000,27312.4,27465.7,27247.9,27257.5,1680051600,565495753.5198
1680055200000,27385,27398.1,27281.2,27312.5,1680055200,249663612.5534
1680058800000,27354.1,27396.1,27313,27385,1680058800,197199759.6501
1680062400000,27552.5,27658.7,27333.7,27354.1,1680062400,773609813.0431
1680066000000,27532.6,27640,27510,27552.5,1680066000,535802383.5676
1680069600000,28044.2,28210.7,27490.4,27532.7,1680069600,2240140165.8286
1680073200000,28077.7,28150,27970,28044.2,1680073200,749152669.123
1680076800000,28498.1,28649.9,28025.5,28077.8,1680076800,2556749418.6402
1680080400000,28312,28557.6,28303,28498.1,1680080400,1053301083.945
1680084000000,28371.5,28437.1,28228.2,28311.9,1680084000,777046993.1888
1680087600000,28347.5,28379.5,28261.5,28371.4,1680087600,461441400.6785
1680091200000,28430.1,28475,28211.5,28347.5,1680091200,808011881.4472
1680094800000,28415.4,28481.8,28312.9,28430,1680094800,781171399.0802
1680098400000,28282,28589.5,28255,28415.5,1680098400,1453980365.9197
1680102000000,28426.3,28484.4,28258.5,28282.1,1680102000,722866595.2002
1680105600000,28137.7,28437.6,28119.5,28426.4,1680105600,935960372.7333
1680109200000,28245.2,28328,28130,28137.7,1680109200,719354414.0775
1680112800000,28302.6,28347,28182,28245.2,1680112800,446980512.5465
1680116400000,28406.1,28444,28270.4,28302.6,1680116400,496797713.0789
1680120000000,28378,28466.3,28344.7,28406.2,1680120000,462309439.0464
1680123600000,28281.2,28500,28272,28377.9,1680123600,393097572.7118
1680127200000,28376.5,28419.3,28200,28281.2,1680127200,529299779.5626
1680130800000,28338.5,28447.7,28300,28376.6,1680130800,298775761.2085
1680134400000,28316.1,28450,28225,28338.6,1680134400,514031922.5478
1680138000000,28334.9,28371.1,28235,28316,1680138000,345378172.6014
1680141600000,28952,29184.8,28326.8,28334.9,1680141600,3246505028.7154
1680145200000,28470.5,28987.5,28066,28952.1,1680145200,2910991620.022
1680148800000,28567.6,28688,28425,28470.4,1680148800,789489004.7179
1680152400000,28600.7,28615.3,28475.6,28567.8,1680152400,409085773.9413
1680156000000,28605,28664.9,28550.8,28600.7,1680156000,413715566.4149
1680159600000,28706.6,28760,28567.4,28605,1680159600,672043393.9328
1680163200000,28557.1,28734.2,28550,28706.5,1680163200,493119220.7201
1680166800000,28566.1,28589.9,28469,28557.2,1680166800,579575348.2071
1680170400000,28592,28610,28501.2,28566.1,1680170400,322324683.1722
1680174000000,28630.1,28685.9,28570,28592,1680174000,423502485.4402
1680177600000,28630.4,28683.5,28550.2,28630,1680177600,538285414.6949
1680181200000,28505,28631.9,28388,28630.3,1680181200,774357903.0495
1680184800000,28417.6,28531.6,28233,28504.9,1680184800,1340402967.6075
1680188400000,28282.8,28475.2,28146.4,28417.6,1680188400,1110436240.2218
1680192000000,28234.8,28285.1,28022,28282.9,1680192000,1375916379.2633
1680195600000,27830.6,28266.1,27714.6,28234.7,1680195600,1957231029.7184
1680199200000,27891.5,27927.5,27654.1,27830.6,1680199200,972534450.9834
1680202800000,27971.3,28063,27865.1,27891.4,1680202800,642773690.6609
1680206400000,28130.8,28173.6,27880,27971.4,1680206400,679856735.5582
1680210000000,28052.5,28187.7,27994.3,28130.7,1680210000,339425285.2588
1680213600000,27888.1,28129,27762.3,28052.4,1680213600,647140721.1582
1680217200000,28015,28043.1,27824.2,27888.1,1680217200,384161666.8741
1680220800000,28229.6,28333,27900,28015,1680220800,896584725.2674
1680224400000,28140.1,28367.9,28100.2,28229.6,1680224400,789098968.2447
1680228000000,28130.9,28197.3,28065,28140.1,1680228000,382751085.0023
1680231600000,28152.3,28222.6,28092.8,28130.8,1680231600,263819124.0824
1680235200000,28165.3,28197.2,28075,28152.2,1680235200,255869209.4221
1680238800000,28025.4,28214.8,27936,28165.4,1680238800,482784450.8383
1680242400000,28067.1,28093.1,27998,28025.4,1680242400,301592188.6998
1680246000000,27733.3,28078,27500,28067.1,1680246000,1800403798.8093
1680249600000,27785,27843.5,27670,27733.2,1680249600,688511530.2061
1680253200000,27805,27869.9,27754.4,27785.1,1680253200,407097701.3147
1680256800000,27876.9,27978.3,27783,27805.1,1680256800,600697701.6947
1680260400000,27916,27968,27823,27876.8,1680260400,427070643.1324
1680264000000,28098,28188,27860.2,27916,1680264000,1257316775.5494
1680267600000,28361.1,28550,28068,28098,1680267600,2075804502.7709
1680271200000,28510.1,28675.3,28311.9,28361,1680271200,1448106791.0617
1680274800000,28488.5,28585,28348.5,28510,1680274800,1375918594.7301
1680278400000,28418,28533.9,28352,28488.6,1680278400,634354706.1002
1680282000000,28326.4,28470,28260,28418,1680282000,635598273.557
1680285600000,28307.6,28425,28250.1,28326.5,1680285600,406474061.972
1680289200000,28459,28522,28270,28307.7,1680289200,644480228.8001
1680292800000,28378.6,28464.9,28322,28458.9,1680292800,413909412.0379
1680296400000,28468.3,28597.1,28347.9,28378.6,1680296400,350380527.2419
1680300000000,28560.5,28632.5,28425.6,28468.4,1680300000,449590182.5418
1680303600000,28454.9,28589.8,28454.8,28560.5,1680303600,252597711.3618
1680307200000,28430.1,28543.3,28401,28454.8,1680307200,312354056.7263
1680310800000,28601.2,28624.9,28400,28430.1,1680310800,320497643.6336
1680314400000,28569.9,28845.3,28451.2,28601.1,1680314400,1028650295.7266
1680318000000,28532,28592.8,28490,28570,1680318000,218423200.4213
1680321600000,28563.7,28617.8,28514.6,28532.1,1680321600,224166756.6364
1680325200000,28559,28580.4,28518.5,28563.7,1680325200,170916998.46
1680328800000,28474.9,28562.5,28333.1,28558.9,1680328800,545898366.5922
1680332400000,28416.1,28475,28328,28474.9,1680332400,389707727.6912
1680336000000,28426.3,28476.9,28375.5,28416.1,1680336000,265607735.698
1680339600000,28411.5,28456.7,28407.4,28426.4,1680339600,148532894.5709
1680343200000,28454.8,28459.8,28374.6,28411.6,1680343200,189467877.5086
1680346800000,28365.5,28470,28350,28454.9,1680346800,217003566.6983
1680350400000,28413,28416.4,28300,28365.4,1680350400,336638939.8746
1680354000000,28407.5,28430,28361.6,28413.1,1680354000,190112522.0863
1680357600000,28300,28410,28255,28407.5,1680357600,398897398.821
1680361200000,28387.2,28399,28180,28299.9,1680361200,481953105.3586
1680364800000,28312.6,28430,28259.2,28387.1,1680364800,388503684.4524
1680368400000,28355.1,28375,28303.5,28312.5,1680368400,179276771.8084
1680372000000,28366.8,28373.2,28319,28355.2,1680372000,138731087.6835
1680375600000,28368.3,28375,28330,28366.7,1680375600,106801682.9056
1680379200000,28435.2,28575,28365,28368.4,1680379200,514901205.8043
1680382800000,28464.7,28509.6,28411,28435.1,1680382800,184614333.8985
1680386400000,28504.3,28528.8,28463,28464.8,1680386400,160355979.9112
1680390000000,28443.8,28549,28422.7,28504.3,1680390000,186193891.5394
1680393600000,28348.9,28487.8,28341.7,28443.7,1680393600,263729448.9008
1680397200000,28373.7,28425.6,28340,28349,1680397200,175528434.3954
1680400800000,28391.6,28421.5,28357.4,28373.6,1680400800,130132783.9156
1680404400000,28463,28516.5,28390,28391.6,1680404400,252507781.6775
1680408000000,28370.1,28475,28366.5,28463,1680408000,169438868.5573
1680411600000,28453.9,28464.2,28366,28370,1680411600,170508031.0574
1680415200000,28445.1,28483.7,28397.2,28454,1680415200,132211732.8668
1680418800000,28401.3,28468.8,28392,28445.1,1680418800,152376462.1095
1680422400000,28370.2,28409.3,28350,28401.3,1680422400,225804164.082
1680426000000,28399.3,28432.9,28354.5,28370.1,1680426000,181062865.4447
1680429600000,28355.2,28406.9,28340,28399.4,1680429600,189061663.5319
1680433200000,28344.9,28380,28287,28355.1,1680433200,276919535.3551
1680436800000,28255.1,28352.5,28223.8,28344.8,1680436800,473955263.3559
1680440400000,28271.8,28327.2,28114.9,28255,1680440400,787759756.0135
1680444000000,28258,28343.7,28226.9,28271.9,1680444000,259977856.7203
1680447600000,28110.2,28262.1,28022,28258.1,1680447600,1088451072.6592
1680451200000,28111.7,28134.4,27900,28110.1,1680451200,883954052.0806
1680454800000,28178.7,28218.2,28092.5,28112,1680454800,479536449.6357
1680458400000,28145.5,28202.3,28135.6,28178.6,1680458400,228565070.4819
1680462000000,27933.7,28160.5,27820,28145.4,1680462000,741982623.5938
1680465600000,28042.2,28079.7,27888,27933.7,1680465600,345890613.0533
1680469200000,27999.2,28142.8,27970,28042.1,1680469200,306482757.9504
1680472800000,28093.3,28114,27825.2,27999.2,1680472800,626462683.7916
1680476400000,28161.2,28197.6,28027,28093.4,1680476400,380428829.2914
1680480000000,28100.7,28171.3,28050,28161.3,1680480000,265967753.4475
1680483600000,27696.8,28133,27552.4,28100.7,1680483600,1313668944.2811
1680487200000,27706.8,27798.2,27644.7,27696.7,1680487200,547736605.1666
1680490800000,27738.1,27765.2,27609,27706.8,1680490800,434750619.993
1680494400000,27692.8,27742.3,27559.2,27738.1,1680494400,393650882.2519
1680498000000,27665.9,27753,27639.6,27692.7,1680498000,277173046.6731
1680501600000,27764,27786,27632.2,27666,1680501600,305761494.7392
1680505200000,27946.5,27951.9,27755.8,27764,1680505200,676313693.2121
1680508800000,28326.3,28460,27944,27946.4,1680508800,2420628595.2521
1680512400000,28318.3,28394.7,28290,28326.2,1680512400,695368040.509
1680516000000,28291.3,28540,28290,28318.4,1680516000,935695856.6586
1680519600000,28243.4,28312.2,28197.6,28291.3,1680519600,755103589.8734
1680523200000,28150.1,28244.7,28050.6,28243.3,1680523200,995334399.1503
1680526800000,28247.9,28370,28103,28150,1680526800,1071310254.1768
1680530400000,27982.5,28292,27933,28247.9,1680530400,1238191669.9767
1680534000000,28032.5,28090,27941.6,27982.7,1680534000,680536921.5801
1680537600000,27917.4,28128,27900,28034.1,1680537600,653118300.0048
1680541200000,27973.4,28084.9,27863,27917.3,1680541200,626347711.5237
1680544800000,28141,28230,27935.2,27973.4,1680544800,1018702552.0573
1680548400000,28071.8,28220,28017,28141.1,1680548400,493737432.3253
1680552000000,27569.3,28084,27400,28071.8,1680552000,2031929920.5364
1680555600000,27699,27750,27166,27569.3,1680555600,1434857674.1099
1680559200000,27789.8,27929.6,27648.4,27699.1,1680559200,836308375.9113
1680562800000,27786.1,27999.9,27711.6,27789.7,1680562800,642429034.7472
1680566400000,27749.6,27857.9,27650.2,27786.1,1680566400,499123222.991
1680570000000,27799.9,27888,27672.9,27749.5,1680570000,447983070.2799
1680573600000,27840,27937.9,27762.9,27799.9,1680573600,395875657.3065
1680577200000,27843.7,27950,27831,27840,1680577200,243326549.7304
1680580800000,27797.6,27870,27753.2,27843.6,1680580800,249957739.9217
1680584400000,27874.9,27930,27797.6,27797.7,1680584400,281769137.0905
1680588000000,28063.1,28141.6,27843.3,27875,1680588000,632179636.8525
1680591600000,28013.2,28130,27950,28063.1,1680591600,463437504.3792
1680595200000,28087.9,28128.9,27909.3,28013.2,1680595200,379642162.9529
1680598800000,28181.2,28199,28023.8,28087.9,1680598800,467256765.7298
1680602400000,28205.1,28343.4,28158.5,28181.1,1680602400,941603552.7803
1680606000000,28274.6,28450,28144,28205,1680606000,1209363954.8864
1680609600000,28252.9,28375.3,28188,28274.7,1680609600,700992670.824
1680613200000,28100.2,28392.5,28056.9,28252.9,1680613200,949785399.8654
1680616800000,28111.5,28245,28068.1,28100.1,1680616800,686101743.3814
1680620400000,28011.7,28135,27935.2,28111.6,1680620400,865805320.3091
1680624000000,28086.1,28121,27952.8,28011.7,1680624000,431427541.9481
1680627600000,28215.6,28225,28061.4,28086.1,1680627600,453765866.199
1680631200000,28102.8,28250,28068,28215.5,1680631200,377942895.0747
1680634800000,28171.1,28192.8,28049.7,28102.8,1680634800,327514533.2555
1680638400000,28236.3,28300,28157.8,28171,1680638400,414550272.9554
1680642000000,28215.6,28245.8,28142.9,28236.4,1680642000,248199829.3511
1680645600000,28177.7,28248.3,28166,28215.6,1680645600,189626408.3611
1680649200000,28155.2,28200,28061.5,28177.7,1680649200,291478525.105
1680652800000,28655.7,28745,28085.8,28155.1,1680652800,1551129907.2025
1680656400000,28560,28743.1,28537.4,28655.9,1680656400,918224289.3049
1680660000000,28558.4,28800,28507.5,28560.1,1680660000,688276179.4983
1680663600000,28536.1,28573,28422.6,28558.5,1680663600,434685384.5604
1680667200000,28496.1,28572.9,28468,28536.1,1680667200,312717151.7189
1680670800000,28571.7,28615,28466,28496.1,1680670800,303263135.3106
1680674400000,28520,28591.4,28477,28571.6,1680674400,220218018.2542
1680678000000,28515.7,28529.8,28433.4,28520,1680678000,253490218.6031
1680681600000,28530,28593,28432.4,28515.7,1680681600,379316867.4711
1680685200000,28498.9,28588.1,28489,28530.1,1680685200,227620000.1345
1680688800000,28499.7,28522.8,28470,28498.9,1680688800,204408875.0175
1680692400000,28544,28559.4,28466.1,28499.7,1680692400,251346985.1481
1680696000000,28556.3,28741,28284.9,28543.9,1680696000,1675834314.5866
1680699600000,28391.3,28580.2,28300,28556.4,1680699600,987416545.3558
1680703200000,28092.7,28463.4,28060,28391.2,1680703200,1641151185.387
1680706800000,28014.9,28120,27830.1,28092.7,1680706800,1596819647.9036
1680710400000,27933,28040.7,27775,28015,1680710400,1013963162.1049
1680714000000,28006,28094.5,27901,27933.1,1680714000,534797196.0561
1680717600000,28017.2,28047,27918,28006.1,1680717600,329913908.0389
1680721200000,28229.1,28300,27947.3,28017.3,1680721200,907626041.2927
1680724800000,28136.7,28290,28110,28229.2,1680724800,416708988.7885
1680728400000,28167.1,28206.7,28114.9,28136.6,1680728400,188616907.9811
1680732000000,28160.2,28226.5,28112.7,28167.1,1680732000,205569936.343
1680735600000,28154,28199.7,28114.8,28160.3,1680735600,151617276.5223
1680739200000,27982.4,28166.7,27900.1,28154,1680739200,654662570.8952
1680742800000,28047,28080.4,27855,27982.5,1680742800,462496655.613
1680746400000,28027.3,28080.8,27960,28046.9,1680746400,237608102.9773
1680750000000,28117.4,28149.5,28009.7,28027.3,1680750000,268973273.1136
1680753600000,28055,28117.5,28053.4,28117.4,1680753600,208935043.5246
1680757200000,28022.9,28071.5,27943.8,28055.1,1680757200,258814643.783
1680760800000,28053.5,28061.9,27994.6,28023,1680760800,185821150.6906
1680764400000,27896.8,28079.9,27889,28053.6,1680764400,375260385.0345
1680768000000,27940.1,27975.9,27825.6,27896.7,1680768000,559151686.0075
1680771600000,27891.8,28024.6,27885,27940,1680771600,287535087.9728
1680775200000,27834.9,27897,27684.2,27891.9,1680775200,1023999945.3754
1680778800000,27934.9,27939.2,27831,27834.8,1680778800,330104447.9488
1680782400000,27894.7,28089.6,27831,27935,1680782400,739319483.1097
1680786000000,27877.1,27969.9,27724,27894.7,1680786000,762767041.745
1680789600000,27935.3,27976.3,27872,27877,1680789600,517239463.7167
1680793200000,28079.3,28175,27925.5,27935.4,1680793200,842834783.4121
1680796800000,28051.4,28156.2,28030.9,28079.3,1680796800,403602846.4361
1680800400000,28027.7,28074.4,28002,28051,1680800400,312255961.0206
1680804000000,27950.6,28085,27939,28027.7,1680804000,324902542.5442
1680807600000,28005,28045.9,27931.3,27950.6,1680807600,234322563.2415
1680811200000,27965.1,28112,27952.6,28005,1680811200,333411517.1842
1680814800000,27973.4,28043.8,27942.6,27965,1680814800,190922783.3791
1680818400000,27994.5,27999.9,27873.5,27973.4,1680818400,287161290.8965
1680822000000,28022.8,28045.9,27994.4,27994.4,1680822000,150905911.9068
1680825600000,28086.1,28096,27981.4,28022.9,1680825600,215930389.3553
1680829200000,28041.3,28092.8,28025,28086.2,1680829200,138433020.4174
1680832800000,27999.1,28061.3,27911,28041.3,1680832800,284927631.0312
1680836400000,28022.2,28039.9,27961.3,27999,1680836400,143814415.9019
1680840000000,28009.9,28052.2,27982.1,28022.2,1680840000,146395241.383
1680843600000,27963.6,28011.7,27850,28010,1680843600,337256921.372
1680847200000,27950.1,27973.5,27885,27963.6,1680847200,242818635.2454
1680850800000,27822,27950.1,27755,27950.1,1680850800,500332294.2724
1680854400000,27801.3,27924.3,27785,27822.1,1680854400,431378222.429
1680858000000,27859.7,27886.8,27772.6,27801.3,1680858000,275255835.7745
1680861600000,27918.1,27954,27845,27859.7,1680861600,297756922.6707
1680865200000,27830,27924,27786.1,27918.1,1680865200,332678527.331
1680868800000,27876,27981.1,27776.5,27829.9,1680868800,852707947.2017
1680872400000,27883.3,27919.4,27818.6,27876.1,1680872400,272688297.6521
1680876000000,27899.9,27978.6,27878.1,27883.3,1680876000,355377924.3185
1680879600000,27930.2,27947.1,27891.4,27900,1680879600,162057220.2341
1680883200000,27869.8,27940.6,27842.2,27930.2,1680883200,194399712.1405
1680886800000,27900.9,27931.3,27869.7,27869.8,1680886800,125628823.1124
1680890400000,27877.8,27920,27856.3,27900.9,1680890400,109865688.2402
1680894000000,27886.4,27894.8,27851,27877.8,1680894000,89664500.458
1680897600000,27852.7,27913,27822.9,27886.3,1680897600,126236413.6572
1680901200000,27881.1,27899,27842.2,27852.6,1680901200,102968449.2922
1680904800000,27943.7,27975,27851,27881.2,1680904800,215764810.5198
1680908400000,27890.7,27965.8,27877.8,27943.7,1680908400,163654705.6274
1680912000000,27870.7,27907.8,27850.1,27890.7,1680912000,156909845.7586
1680915600000,27892,27915,27862.6,27870.7,1680915600,93964899.2559
1680919200000,27940.6,27947,27886.9,27892,1680919200,93391028.2286
1680922800000,28005.9,28069.9,27920.6,27940.7,1680922800,402091060.5979
1680926400000,27967.3,28024.7,27954,28005.9,1680926400,146920339.1971
1680930000000,28132,28153.6,27959.7,27967.3,1680930000,398004580.649
1680933600000,28100.1,28150,28072.4,28131.9,1680933600,337455694.5097
1680937200000,28073.8,28105.9,28050,28100,1680937200,189783912.4057
1680940800000,28012.1,28107.7,28001,28073.8,1680940800,223130762.2429
1680944400000,28020,28050,28000,28012.1,1680944400,147951423.4442
1680948000000,27998.9,28023.9,27978.8,28019.9,1680948000,136310063.1861
1680951600000,27997.7,28023.1,27975.5,27999,1680951600,121067794.504
1680955200000,27977.6,28023.2,27925.1,27997.7,1680955200,213622513.8026
1680958800000,28008.6,28036.9,27950.7,27977.5,1680958800,186723799.3412
1680962400000,28010.2,28047.9,27995.5,28008.6,1680962400,143787195.4892
1680966000000,28004.3,28015,27970,28010.2,1680966000,111794993.7746
1680969600000,27990.9,28010.5,27977.5,28004.3,1680969600,82344056.3409
1680973200000,27926.1,28005.1,27885,27990.8,1680973200,228430329.1849
1680976800000,27892.2,27945,27855,27926.1,1680976800,325884815.588
1680980400000,27909.1,27939.9,27857.5,27892.2,1680980400,177057040.6144
1680984000000,27895.4,27941.8,27893.9,27909.2,1680984000,117489532.6765
1680987600000,27919.4,27924.5,27882,27895.5,1680987600,75305720.8346
1680991200000,27923.3,27940.5,27866.4,27919.5,1680991200,138614399.9895
1680994800000,27924.9,27977.1,27907.9,27923.3,1680994800,205684320.3967
1680998400000,28021.1,28078.1,27907.7,27924.9,1680998400,372124583.3473
1681002000000,28065,28073.2,28011.3,28021.1,1681002000,200118203.9794
1681005600000,28021.8,28074.3,28019.8,28065,1681005600,176304676.317
1681009200000,28012,28038.1,28005,28021.9,1681009200,94391657.8807
1681012800000,28024.9,28030.1,28002.6,28011.9,1681012800,93894766.0512
1681016400000,27987.8,28055,27975,28024.9,1681016400,153914077.5569
1681020000000,27865.6,27987.9,27820,27987.8,1681020000,670622948.4391
1681023600000,27888.2,27904,27820,27865.5,1681023600,411754716.2507
1681027200000,27870.8,27912.4,27762.8,27888.2,1681027200,340981262.3238
1681030800000,27888.6,27927,27863.4,27870.7,1681030800,238122939.5374
1681034400000,27883.8,27904.1,27845,27888.5,1681034400,135569272.3843
1681038000000,27919.3,27923.3,27849.1,27883.8,1681038000,164782291.2756
1681041600000,27915,27960,27900.3,27919.3,1681041600,244947822.0076
1681045200000,27896.4,27915.1,27865,27915.1,1681045200,119444570.4638
1681048800000,27856.1,27913.1,27777,27896.5,1681048800,421976022.5395
1681052400000,27873.6,27904,27817.7,27856.2,1681052400,201696098.4768
1681056000000,27884.8,27935.6,27871.2,27873.6,1681056000,177846933.5081
1681059600000,27892.1,27916,27860.3,27884.8,1681059600,121643945.1546
1681063200000,28014.5,28078,27892.1,27892.1,1681063200,339772503.0617
1681066800000,28132.4,28290.6,27980.4,28014.6,1681066800,1301853764.3393
1681070400000,28105,28149.9,28077.1,28132.5,1681070400,248065055.7643
1681074000000,28423.2,28480,28099.9,28105,1681074000,1053689835.268
