start_time,c,h,l,o,t,v
1689732000000,30010,30020,29954.5,29990.4,1689732000,187625144.768
1689735600000,30048,30067.7,29991,30010,1689735600,338941544.465
1689739200000,30085.9,30178.5,30037.8,30048,1689739200,520539488.9818
1689742800000,30085,30110.4,30037.3,30085.9,1689742800,212073392.5645
1689746400000,30028,30103.3,29986,30085,1689746400,252716099.9967
1689750000000,29984,30062.4,29950.1,30028.1,1689750000,259429046.3063
1689753600000,29911.1,30004,29854.6,29984.1,1689753600,361887388.4575
1689757200000,29991.3,30038.4,29852.2,29911.2,1689757200,388908752.6933
1689760800000,29975,30026.1,29964.8,29991.3,1689760800,176789190.6498
1689764400000,30004.7,30023.2,29943.3,29975.1,1689764400,178851945.4653
1689768000000,29939.2,30012.8,29870.2,30004.7,1689768000,348535155.7501
1689771600000,29984.5,30130,29800,29939.3,1689771600,897558613.2715
1689775200000,29810.9,30054.8,29755,29984.4,1689775200,897766402.8665
1689778800000,29939.8,29982.6,29745,29810.9,1689778800,538197611.409
1689782400000,29892,29965,29855.5,29939.7,1689782400,310871858.5582
1689786000000,29980.1,30076.8,29869,29891.9,1689786000,562105736.3633
1689789600000,30067.3,30084.3,29931.5,29980,1689789600,396466688.8237
1689793200000,30032.4,30088.1,30003.5,30067.2,1689793200,252879391.7603
1689796800000,29951.1,30042,29932.2,30032.4,1689796800,223575106.4462
1689800400000,29918.3,29954.5,29835.2,29951.1,1689800400,355377282.3514
1689804000000,29856.1,29947.8,29831.9,29918.4,1689804000,179752039.0354
1689807600000,29895.5,29928.1,29811,29856.1,1689807600,239327020.116
1689811200000,29985,29999.6,29866,29895.5,1689811200,225891305.1422
1689814800000,29974,30017,29952.6,29985,1689814800,148034772.0813
1689818400000,29969,30037.9,29960.2,29974,1689818400,169913685.4585
1689822000000,29937,29982.3,29900.5,29969.1,1689822000,156737736.3532
1689825600000,29948.3,29975,29912.1,29937,1689825600,110714231.8963
1689829200000,30112.2,30174.8,29939.5,29948.4,1689829200,597229328.7266
1689832800000,30110,30192,30071.2,30112.2,1689832800,430659701.1464
1689836400000,30195.5,30240.2,30087,30109.9,1689836400,500344278.7023
1689840000000,30253,30300,30151.6,30195.6,1689840000,479201496.6954
1689843600000,30319,30382.7,30203,30253,1689843600,745864571.6312
1689847200000,30280.1,30420,30255,30319,1689847200,806409059.9404
1689850800000,30274,30306.5,30238,30280,1689850800,368780427.0759
1689854400000,30210.7,30302.9,30191.6,30274,1689854400,389882414.2549
1689858000000,30215.9,30267.5,30156.8,30210.6,1689858000,447445705.0888
1689861600000,29766.7,30230.3,29600,30215.9,1689861600,2645856583.8239
1689865200000,29792.8,29841.7,29692.3,29766.7,1689865200,894555484.9527
1689868800000,29705.2,29863,29638.4,29792.9,1689868800,816918639.8529
1689872400000,29745,29811.1,29681,29705.1,1689872400,377475977.1387
1689876000000,29678,29787.9,29468.8,29744.9,1689876000,864447755.7607
1689879600000,29744.4,29751,29657.6,29677.9,1689879600,271034616.9505
1689883200000,29729.8,29756,29652.7,29744.5,1689883200,187810491.0427
1689886800000,29856,29880.2,29719.8,29729.7,1689886800,335786234.8544
1689890400000,29797.2,29863.5,29780.3,29856,1689890400,189202985.2494
1689894000000,29791,29812.8,29770.4,29797.2,1689894000,135641718.1595
1689897600000,29772.2,29826.7,29705.9,29791,1689897600,267092945.7158
1689901200000,29865.9,29895.7,29742,29772.2,1689901200,354648452.0672
1689904800000,29891.2,29949.5,29826.2,29865.8,1689904800,343945799.6302
1689908400000,29884.3,29928.7,29861.2,29891.1,1689908400,187048617.7395
1689912000000,29848.1,29893.3,29844.4,29884.3,1689912000,161861409.2838
1689915600000,29806.3,29856.8,29773.5,29848.1,1689915600,222476151.482
1689919200000,29839,29842,29775.3,29806.4,1689919200,147655936.4213
1689922800000,29757.8,29846.7,29729.6,29839,1689922800,269677377.1561
1689926400000,29778,29803.6,29740,29757.8,1689926400,167145070.4008
1689930000000,29745.7,29838.8,29738.2,29777.9,1689930000,224715504.1355
1689933600000,29785.4,29809.8,29743,29745.7,1689933600,159692527.4769
1689937200000,29764.8,29803,29710.3,29785.4,1689937200,282863213.7665
1689940800000,29854.4,29888,29764.7,29764.8,1689940800,359857276.2479
1689944400000,29799.4,29904.7,29770.6,29854.4,1689944400,424265420.2616
1689948000000,29864.5,29871.5,29766,29799.5,1689948000,357946658.9108
1689951600000,29852,29900,29838.9,29864.4,1689951600,252532221.2017
1689955200000,29811.7,29861,29794.2,29852,1689955200,213557348.8105
1689958800000,29912.2,29929,29806.1,29811.8,1689958800,293699591.4603
1689962400000,29970,30056.2,29912.3,29912.3,1689962400,740924282.7712
1689966000000,29865.1,29970,29762,29970,1689966000,640508364.8649
1689969600000,29867.5,29881.6,29819.4,29865.1,1689969600,164339918.2443
1689973200000,29886.4,29931,29861.3,29867.6,1689973200,144624998.1288
1689976800000,29910.4,29942.7,29873.2,29886.4,1689976800,101933647.6631
1689980400000,29891.4,29924.7,29878,29910.5,1689980400,118481202.3188
1689984000000,29968.7,29985.3,29888.3,29891.5,1689984000,152518407.0049
1689987600000,29909,29976.3,29900,29968.7,1689987600,103782740.6415
1689991200000,29926.2,29955.9,29902.7,29908.9,1689991200,134545480.8128
1689994800000,29886.6,29928.9,29873.6,29926.2,1689994800,153235302.4288
1689998400000,29870.9,29920.1,29849.9,29886.7,1689998400,163406190.0332
1690002000000,29853.3,29887.4,29840.5,29870.9,1690002000,120938013.3025
1690005600000,29874,29879.4,29822,29853.3,1690005600,123892493.0146
1690009200000,29933,29986,29851,29873.9,1690009200,389245035.2207
1690012800000,29929.3,29969.6,29914.1,29932.9,1690012800,154975595.305
1690016400000,29921,29940,29903.9,29929.3,1690016400,148750279.6733
1690020000000,29890.6,29921.1,29858.1,29921,1690020000,283004440.9722
1690023600000,29874.1,29891.3,29847.9,29890.7,1690023600,100490220.4802
1690027200000,29826.8,29874.2,29806.6,29874.1,1690027200,268483652.9248
1690030800000,29836,29854,29818.4,29826.7,1690030800,99216445.3607
1690034400000,29869.5,29885.5,29827.7,29836,1690034400,179383203.1722
1690038000000,29883.9,29895,29842.9,29869.6,1690038000,177858512.7484
1690041600000,29888.2,29892.5,29847.5,29883.9,1690041600,103805588.047
1690045200000,29824,29888.2,29790.7,29888.1,1690045200,178844039.4662
1690048800000,29799.9,29826.1,29783.6,29824.1,1690048800,130583072.1753
1690052400000,29820.6,29844,29787.6,29800,1690052400,101702361.1044
1690056000000,29810.3,29831.3,29805,29820.5,1690056000,70437748.9378
1690059600000,29810.9,29824.7,29800,29810.3,1690059600,43627096.1651
1690063200000,29792.9,29822.8,29765.7,29810.9,1690063200,125292442.1718
1690066800000,29783.5,29799,29602.2,29792.9,1690066800,770947082.7711
1690070400000,29769.9,29810.5,29718.9,29783.5,1690070400,349387620.6288
1690074000000,29817.2,29868.1,29768.6,29769.9,1690074000,262465868.7563
1690077600000,29874.1,29884,29793.9,29817.2,1690077600,194116422.5871
1690081200000,29832.5,29876.8,29826.7,29874.2,1690081200,83170356.1188
1690084800000,29892.7,29914.5,29832.5,29832.5,1690084800,229734978.9381
1690088400000,29910.6,29974.6,29887.2,29892.7,1690088400,496334058.3575
1690092000000,29908.1,29931.9,29880.3,29910.6,1690092000,182876112.0857
1690095600000,29900.9,29911.9,29869.6,29908.1,1690095600,118465101.5501
1690099200000,29933.9,29950,29871.6,29901,1690099200,176065609.9149
1690102800000,29891.9,29943.8,29885.7,29933.9,1690102800,110356529.5298
1690106400000,29878.7,29904.6,29873.8,29891.9,1690106400,93066195.8117
1690110000000,29881.5,29914.9,29870.9,29878.8,1690110000,89284226.4264
1690113600000,29911.1,29922.7,29874,29881.5,1690113600,108303016.8283
1690117200000,29875.5,29911.2,29836.2,29911.1,1690117200,203793307.1873
1690120800000,29883.7,29896.4,29870.9,29875.5,1690120800,61112574.7022
1690124400000,29886,29904,29872.8,29883.6,1690124400,66817333.9227
1690128000000,29941.1,29962.2,29885.9,29885.9,1690128000,231492047.239
1690131600000,30110.1,30132.1,29924.2,29941.1,1690131600,600306856.3595
1690135200000,30238.7,30291,30068,30110.1,1690135200,876314961.7592
1690138800000,30083.1,30368.2,30005.2,30238.8,1690138800,1078480523.4224
1690142400000,30131.1,30135,30082.4,30083.1,1690142400,256912885.7982
1690146000000,29940.9,30133.4,29909,30131.2,1690146000,501578576.5314
1690149600000,30004.4,30028.2,29929.6,29940.9,1690149600,174176797.1981
1690153200000,30070.8,30090.1,30004.4,30004.4,1690153200,197835979.5899
1690156800000,30000.8,30091.7,29993.2,30070.9,1690156800,208326617.0534
1690160400000,29904.8,30012.2,29850,30000.9,1690160400,533295764.4713
1690164000000,29785,29904.9,29741.1,29904.8,1690164000,743994293.778
1690167600000,29705.6,29785.1,29650.2,29785,1690167600,610620852.6793
1690171200000,29775.8,29788.8,29639.7,29705.7,1690171200,509049927.1241
1690174800000,29786.3,29808.3,29735,29775.8,1690174800,236608587.2354
1690178400000,29765,29789.9,29754.9,29786.4,1690178400,138736532.2761
1690182000000,29816.4,29862.9,29715.2,29765.1,1690182000,361899005.0965
1690185600000,29744.1,29820.9,29736.7,29816.4,1690185600,241271742.2117
1690189200000,29162,29759.5,28904.4,29744,1690189200,1896622038.0573
1690192800000,29307.6,29373.9,29100,29162.1,1690192800,1401795944.6944
1690196400000,29259.6,29322.9,29203.2,29307.7,1690196400,478785142.4583
1690200000000,29223.5,29262.6,29150,29259.7,1690200000,606205537.9277
1690203600000,29171.4,29248,29099.3,29223.5,1690203600,444146551.24
1690207200000,29032.3,29179.6,29006.3,29171.4,1690207200,1077230307.9913
1690210800000,29085.8,29130,28830,29032.3,1690210800,1495952007.5821
1690214400000,29098.1,29144.9,29014,29085.9,1690214400,443653252.33
1690218000000,29031.6,29115.4,29002.2,29098.1,1690218000,264513733.5572
1690221600000,29114.4,29127.3,28982.5,29031.6,1690221600,312971476.7354
1690225200000,29106.9,29147,29088,29114.4,1690225200,185151876.8436
1690228800000,29134.6,29140.2,29075.5,29106.8,1690228800,142255676.988
1690232400000,29158.5,29187,29114.7,29134.6,1690232400,183310509.7783
1690236000000,29152.2,29183,29125.2,29158.5,1690236000,116082912.3723
1690239600000,29163.8,29200,29145.9,29152.3,1690239600,106640667.3222
1690243200000,29103.3,29174.5,29080,29163.7,1690243200,222985599.9353
1690246800000,29070,29106.4,29033,29103.4,1690246800,221990578.1832
1690250400000,29119.6,29159.7,29051.8,29070.1,1690250400,209998217.9016
1690254000000,29099.6,29136.1,29067.1,29119.6,1690254000,144749445.4482
1690257600000,29080,29114.3,29060,29099.6,1690257600,106272714.9378
1690261200000,29110.7,29136.3,29078.2,29080,1690261200,133758117.051
1690264800000,29131.8,29140.5,29100.4,29110.7,1690264800,128639321.6354
1690268400000,29132.3,29155.4,29112.2,29131.8,1690268400,146929639.7156
1690272000000,29177,29186.2,29111.7,29132.3,1690272000,176874788.0236
1690275600000,29153.9,29277.6,29145.2,29177,1690275600,449499292.8072
1690279200000,29151.6,29190,29132.1,29154,1690279200,191494387.763
1690282800000,29117.6,29156.3,29106.3,29151.7,1690282800,214658117.4509
1690286400000,29108.7,29134.6,29082,29117.6,1690286400,170764569.1345
1690290000000,29271.9,29330,29058,29108.8,1690290000,951108326.3243
1690293600000,29160.7,29333,29138,29272,1690293600,581664809.5101
1690297200000,29167,29223.8,29151.5,29160.7,1690297200,212798232.1339
1690300800000,29214,29287.9,29165.5,29167,1690300800,270189948.9722
1690304400000,29260.4,29276.6,29173,29214.1,1690304400,224792488.3924
1690308000000,29252.4,29379.5,29241.8,29260.4,1690308000,389468608.3424
1690311600000,29189,29267.4,29181.8,29252.4,1690311600,188656940.2147
1690315200000,29219.9,29234.4,29171.3,29189,1690315200,149697179.7782
1690318800000,29217.9,29235.4,29196.7,29219.9,1690318800,65519913.2898
1690322400000,29189.2,29247.9,29189.1,29217.9,1690322400,99038785.8763
1690326000000,29216.3,29237,29182.2,29189.1,1690326000,82266560.3519
1690329600000,29155.3,29222.4,29120.5,29216.2,1690329600,242587625.0112
1690333200000,29121,29166.5,29083,29155.2,1690333200,238362127.9813
1690336800000,29280.1,29294.8,29115,29121.1,1690336800,262763863.1058
1690340400000,29228,29414.6,29200,29280,1690340400,645105054.3393
1690344000000,29185.9,29229,29185.9,29228.1,1690344000,146502618.0253
1690347600000,29260.8,29269.9,29184.3,29185.9,1690347600,169741630.4916
1690351200000,29198.6,29315,29100,29260.7,1690351200,358517866.7409
1690354800000,29205.3,29235.4,29179.1,29198.6,1690354800,115294389.9204
1690358400000,29207,29229.3,29192.8,29205.4,1690358400,91185808.9854
1690362000000,29179,29220,29150,29207,1690362000,147719423.5683
1690365600000,29180,29191.8,29147.2,29179,1690365600,112586114.2387
1690369200000,29163.9,29204.8,29145.2,29180.1,1690369200,126962598.9977
1690372800000,29217.3,29234.7,29152.4,29163.9,1690372800,151115992.604
1690376400000,29295.3,29321.4,29217.2,29217.3,1690376400,379914265.5516
1690380000000,29255.2,29349.3,29189.8,29295.4,1690380000,473717651.1541
1690383600000,29307.2,29326.6,29252.7,29255.1,1690383600,238143590.6459
1690387200000,29290,29355,29256.5,29307.3,1690387200,377440697.1116
1690390800000,29249.7,29313.3,29222.8,29290,1690390800,264555197.9649
1690394400000,29363.3,29500,29212.8,29249.9,1690394400,1387779619.8
1690398000000,29390.3,29392,29172,29363.4,1690398000,738234573.92
1690401600000,29562.2,29670.5,29372.4,29390.3,1690401600,1210353484.5522
1690405200000,29453.4,29646.2,29412,29562.1,1690405200,588806357.2712
1690408800000,29456.6,29497.7,29411.5,29453.5,1690408800,291910128.3618
1690412400000,29336,29529.6,29260,29456.6,1690412400,583215753.4274
1690416000000,29341.9,29350,29286.2,29336,1690416000,196937962.3751
1690419600000,29384.3,29400.7,29324.1,29342,1690419600,188282555.748
1690423200000,29420.4,29430,29331.7,29384.3,1690423200,141894670.9878
1690426800000,29388.1,29436.7,29388.1,29420.5,1690426800,126195723.264
1690430400000,29473.9,29477.3,29388.1,29388.1,1690430400,202066630.0688
1690434000000,29446,29485.9,29442.7,29473.9,1690434000,198387436.8764
1690437600000,29368.5,29468.2,29366,29446,1690437600,208382729.3392
1690441200000,29396.9,29455.4,29367.1,29368.5,1690441200,205258581.8919
1690444800000,29455.8,29459.7,29380,29396.9,1690444800,216782421.5537
1690448400000,29529.4,29558.4,29450.3,29455.9,1690448400,347257074.1982
1690452000000,29466.3,29544.5,29455.5,29529.5,1690452000,283176019.4158
1690455600000,29493.9,29514,29453.2,29466.2,1690455600,156732461.4886
1690459200000,29486.5,29495.1,29442.6,29494,1690459200,189778972.2466
1690462800000,29430.6,29494.8,29417.3,29486.5,1690462800,254520818.7665
1690466400000,29336,29432.2,29304.1,29430.5,1690466400,540347748.7537
1690470000000,29278,29351,29218.1,29335.9,1690470000,638523362.9889
1690473600000,29263.7,29324.5,29247,29278,1690473600,291205496.6747
1690477200000,29209.7,29283.4,29162,29263.7,1690477200,434396775.5913
1690480800000,29131.6,29240.5,29065.5,29209.8,1690480800,797895330.8631
1690484400000,29152.6,29167,29090,29131.5,1690484400,333945800.7832
1690488000000,29133.5,29182.6,29117.7,29152.6,1690488000,182542306.2083
1690491600000,29169.5,29220,29124.4,29133.6,1690491600,164659941.5381
1690495200000,29186.7,29225,29169.5,29169.5,1690495200,128871548.2444
1690498800000,29209.7,29216.8,29167,29186.6,1690498800,121730316.7072
1690502400000,29255.9,29299.9,29197.6,29209.8,1690502400,206762776.7662
1690506000000,29247.8,29284.8,29240.1,29256,1690506000,118410737.2526
1690509600000,29217.3,29252,29171.3,29247.8,1690509600,150741771.4565
1690513200000,29239.8,29279.6,29189.4,29217.3,1690513200,204431103.0699
1690516800000,29249.4,29255.5,29207.6,29239.8,1690516800,98796941.392
1690520400000,29172,29253.4,29142.3,29249.4,1690520400,171351548.452
1690524000000,29175.5,29194.3,29150,29172,1690524000,111607275.5478
1690527600000,29126.9,29185.6,29125.5,29175.5,1690527600,179134730.8014
1690531200000,29142,29176.9,29114.1,29126.9,1690531200,218828626.8713
1690534800000,29203.2,29227,29112.8,29141.9,1690534800,238046943.7905
1690538400000,29208.9,29224,29190.6,29203.2,1690538400,147287884.1909
1690542000000,29195.3,29239.4,29183.9,29208.9,1690542000,132644918.6213
1690545600000,29295,29320,29192.5,29195.4,1690545600,359304206.8464
1690549200000,29276.8,29309.9,29235.5,29294.9,1690549200,271170418.3575
1690552800000,29475.7,29522,29276.8,29276.8,1690552800,1209977698.1361
1690556400000,29379,29535.7,29336.5,29475.6,1690556400,895226928.3391
1690560000000,29346.8,29391.6,29322.7,29379,1690560000,355822285.1819
1690563600000,29245.4,29346.9,29180.6,29346.9,1690563600,647025535.9948
1690567200000,29297.7,29324.5,29230,29245.3,1690567200,272657740.6915
1690570800000,29303.4,29322.2,29271.1,29297.7,1690570800,134856521.7925
1690574400000,29329.8,29330,29267.3,29303.5,1690574400,107784116.3749
1690578000000,29297.3,29358,29294.6,29329.9,1690578000,112942572.0753
1690581600000,29282.8,29304.6,29276.1,29297.4,1690581600,75672891.2455
1690585200000,29299.9,29316.7,29282.7,29282.8,1690585200,64765553.7347
1690588800000,29310,29336,29280.6,29300,1690588800,83259116.5565
1690592400000,29367.6,29369.4,29306,29310,1690592400,99044683.5008
1690596000000,29361.6,29381.4,29349.5,29367.6,1690596000,107601800.6652
1690599600000,29355.7,29373.7,29350,29361.6,1690599600,64548230.8739
1690603200000,29367.2,29397.9,29351.6,29355.6,1690603200,97397313.216
1690606800000,29356.1,29370.3,29332.8,29367.2,1690606800,96494023.3608
1690610400000,29336.6,29356.1,29315.2,29356,1690610400,91687943.5256
1690614000000,29283,29341.9,29271.7,29336.6,1690614000,197490493.2463
1690617600000,29287.4,29321.1,29237.5,29283,1690617600,232883482.0902
1690621200000,29271.8,29291.1,29250.3,29287.3,1690621200,105995801.9362
1690624800000,29264.7,29285.8,29250.3,29271.7,1690624800,90917988.8524
1690628400000,29253.2,29294.9,29253.2,29264.7,1690628400,91415509.785
1690632000000,29281.4,29321,29246.2,29253.3,1690632000,225579941.8627
1690635600000,29283.7,29334.4,29277,29281.3,1690635600,167995113.0019
1690639200000,29271.7,29308.5,29263.2,29283.8,1690639200,83499713.2044
1690642800000,29284.8,29285,29270,29271.7,1690642800,75755994.2773
1690646400000,29296.3,29301.3,29277.4,29284.8,1690646400,66721644.2079
1690650000000,29310.4,29322,29283.6,29296.3,1690650000,92799498.5249
1690653600000,29297.1,29322.5,29276,29310.5,1690653600,85157766.5082
1690657200000,29328,29340,29297,29297.1,1690657200,107211992.7829
1690660800000,29338.7,29368.8,29328,29328,1690660800,120022043.0543
1690664400000,29339.2,29355,29336.5,29338.8,1690664400,61929301.2756
1690668000000,29341.2,29354.4,29335.8,29339.3,1690668000,55558684.9596
1690671600000,29339.1,29358.8,29338,29341.2,1690671600,52006642.3939
1690675200000,29337,29345.9,29304.6,29339.1,1690675200,90458252.9025
1690678800000,29313,29336.9,29310.7,29336.9,1690678800,51628812.0687
1690682400000,29299.8,29314.9,29292,29313,1690682400,81065676.2711
1690686000000,29300.2,29310,29297.4,29299.9,1690686000,46218203.0254
1690689600000,29309.5,29316.7,29299.5,29300.1,1690689600,58497585.5995
1690693200000,29296.7,29317.5,29296,29309.6,1690693200,49802245.2451
1690696800000,29272.9,29298.5,29251.9,29296.8,1690696800,153713032.7594
1690700400000,29280,29286.2,29261.1,29272.9,1690700400,66600173.0985
1690704000000,29285.2,29298.2,29278,29280.1,1690704000,111453695.3106
1690707600000,29269.9,29288.9,29261.2,29285.1,1690707600,97132133.6981
1690711200000,29269.6,29278.3,29211.2,29270,1690711200,146256342.2195
1690714800000,29301.3,29318.1,29243,29269.6,1690714800,245465745.1221
1690718400000,29307.4,29317.7,29292.1,29301.3,1690718400,122683099.3108
1690722000000,29273.3,29310.6,29260,29307.3,1690722000,107816713.5579
1690725600000,29377.2,29430,29273.3,29273.4,1690725600,383274317.7137
1690729200000,29337.1,29442.5,29293.8,29377.2,1690729200,579900411.7838
1690732800000,29367.4,29399.5,29316,29337.2,1690732800,243567626.6387
1690736400000,29385.1,29389,29342.5,29367.5,1690736400,107195271.4775
1690740000000,29342.1,29389,29331.1,29385.2,1690740000,99993912.2146
1690743600000,29187.2,29348,29100,29342.2,1690743600,650268146.1804
1690747200000,29255.5,29264.6,29006,29187.1,1690747200,878632732.0676
1690750800000,29195.1,29255.6,29164.4,29255.6,1690750800,199534956.2361
1690754400000,29145.8,29198.9,29130.8,29195.2,1690754400,163073887.3495
1690758000000,29271.1,29274,29142.3,29145.9,1690758000,237187018.6831
1690761600000,29449.7,29525.8,29250,29271.2,1690761600,732536285.8945
1690765200000,29442.4,29478,29368,29449.7,1690765200,317891000.092
1690768800000,29448.6,29486,29413.8,29442.4,1690768800,216961850.7737
1690772400000,29411.8,29458.5,29393.7,29448.6,1690772400,192363164.6423
1690776000000,29388.9,29423.7,29365.3,29411.8,1690776000,179053395.6403
1690779600000,29367.9,29410,29343,29389,1690779600,157472408.2508
1690783200000,29400.1,29434.5,29353.8,29367.8,1690783200,157545143.124
1690786800000,29363.7,29402.7,29362.3,29400.1,1690786800,91181044.4675
1690790400000,29384.2,29411.5,29340.6,29363.8,1690790400,166315015.2983
1690794000000,29376.8,29384.3,29317.4,29384.3,1690794000,198561881.4926
1690797600000,29378.5,29400,29362,29376.9,1690797600,111731407.1635
1690801200000,29395.9,29395.9,29370.4,29378.5,1690801200,88143521.0232
1690804800000,29456.9,29461.4,29380,29395.8,1690804800,292045036.1643
1690808400000,29352.6,29459.6,29294.4,29456.9,1690808400,470980779.6608
1690812000000,29290,29355.9,29250.1,29352.7,1690812000,472889464.4724
1690815600000,29231.3,29330.1,29208.9,29290,1690815600,471985357.6333
1690819200000,29215.1,29256.7,29155,29231.3,1690819200,497392656.7819
1690822800000,29204.8,29263,29130.6,29215,1690822800,422809568.1172
1690826400000,29180.2,29207.4,29130.6,29204.9,1690826400,260741505.7558
1690830000000,29146.5,29229.5,29100,29180.2,1690830000,291845942.5964
1690833600000,29194.5,29249,29102.3,29146.4,1690833600,407463062.3621
1690837200000,29230.6,29285.3,29144.8,29194.5,1690837200,320717163.4223
1690840800000,29199.6,29232.1,29186,29230.6,1690840800,123939205.2849
1690844400000,29220.8,29229.8,29173.4,29199.5,1690844400,109981075.5548
1690848000000,29272.3,29277,29200.9,29220.8,1690848000,144272671.5776
1690851600000,29185.7,29337.3,29155.3,29272.3,1690851600,359413832.7645
1690855200000,28917.4,29207.2,28684.7,29185.7,1690855200,1442261705.2432
1690858800000,28820.1,28942.2,28800,28917.5,1690858800,617383950.4161
1690862400000,28852.2,28917.4,28785.3,28820.1,1690862400,449503159.201
1690866000000,28910.6,28914.3,28839.2,28852.1,1690866000,218928819.2432
1690869600000,28900.1,28959,28891.9,28910.5,1690869600,245347255.8217
1690873200000,28921.2,28931.2,28882.4,28900.1,1690873200,207033612.5058
1690876800000,28983.7,28986.5,28896.9,28921.2,1690876800,198960732.8987
1690880400000,28916.9,28985.9,28912.8,28983.8,1690880400,170837636.0723
1690884000000,28915.4,28935,28880.1,28916.8,1690884000,194634608.9963
1690887600000,28853,28919.5,28850.1,28915.5,1690887600,196383999.9735
1690891200000,28867.9,28920,28715,28852.9,1690891200,649143759.3384
1690894800000,28857,28906.5,28852.6,28867.9,1690894800,214793271.0732
1690898400000,28816.3,28894,28772.6,28857,1690898400,369106128.4232
1690902000000,28942.9,28973.6,28550,28816.4,1690902000,1444288279.5075
1690905600000,28922.1,29046.2,28850.2,28943,1690905600,836957520.6491
1690909200000,28941.4,28975.7,28916,28922.2,1690909200,230736008.9572
1690912800000,29261.5,29269,28941.5,28941.5,1690912800,1007696043.5024
1690916400000,29263.6,29330,29201.1,29261.4,1690916400,786439765.1146
1690920000000,29221.3,29299.4,29170,29263.5,1690920000,396965920.6046
1690923600000,29235,29315,29182,29221.2,1690923600,273167016.151
1690927200000,29242.8,29244.9,29188.7,29235.1,1690927200,137238706.3265
1690930800000,29701.2,29735,29239.4,29242.9,1690930800,2059746912.1293
1690934400000,29816.8,29835,29673.6,29701.2,1690934400,1489779684.8724
1690938000000,29835.6,30059.9,29778,29816.7,1690938000,1236910287.5778
1690941600000,29799.9,29873.8,29777,29835.7,1690941600,548147254.5785
1690945200000,29622.5,29809.9,29607.6,29799.9,1690945200,707807014.7855
1690948800000,29667.3,29719.5,29575.2,29622.5,1690948800,521696771.4663
1690952400000,29645.1,29668.1,29590.1,29667.3,1690952400,251578477.5455
1690956000000,29552.4,29684.6,29552.3,29645.1,1690956000,280647581.7597
1690959600000,29570.1,29643.7,29550,29552.3,1690959600,287887152.8646
1690963200000,29481.5,29571,29360,29570.2,1690963200,1200408565.5374
1690966800000,29443,29490,29410.6,29481.5,1690966800,397384162.8645
1690970400000,29525,29532.1,29430.8,29443,1690970400,266654918.6746
1690974000000,29552.9,29565.4,29489.4,29525,1690974000,351254719.7046
1690977600000,29451.1,29599,29450.2,29552.8,1690977600,450445383.4483
1690981200000,29402.6,29455.3,29331.3,29451,1690981200,650994310.0973
1690984800000,29263,29405.5,29240,29402.7,1690984800,903051219.8252
1690988400000,29312.6,29357.6,29156,29263,1690988400,869408237.522
1690992000000,29014.2,29357,28906.3,29312.5,1690992000,1647047025.7498
1690995600000,29137.4,29249.2,28951.1,29014.3,1690995600,1042247640.1809
1690999200000,29138,29153.2,29019,29137.5,1690999200,428111600.1912
1691002800000,29141.8,29200,29118.2,29138,1691002800,255636927.1856
1691006400000,29129.9,29161.7,29093,29141.8,1691006400,148153749.8805
1691010000000,29166.9,29198,29050.3,29129.9,1691010000,188425776.2113
1691013600000,29174,29229.1,29156.4,29166.9,1691013600,214386624.0546
1691017200000,29170.1,29179,29120.7,29174,1691017200,143553538.359
1691020800000,29158.1,29216.4,29150,29170.2,1691020800,163582900.042
1691024400000,29240.9,29273.1,29141.9,29158,1691024400,217875952.5638
1691028000000,29160.5,29261.9,29110,29240.9,1691028000,218792011.6216
1691031600000,29170.1,29171.7,29116,29160.5,1691031600,104005989.6248
1691035200000,29126.1,29185.2,29070.8,29170.1,1691035200,183067328.613
1691038800000,29140.1,29146.3,29078,29126.2,1691038800,124270001.9472
1691042400000,29076.8,29148,29025,29140,1691042400,204935664.6382
1691046000000,29034,29097.4,29005,29076.7,1691046000,327781818.9999
1691049600000,29110.9,29115.9,28955.4,29034,1691049600,517288336.1542
1691053200000,29141,29156.6,29094.5,29110.9,1691053200,253514001.6524
1691056800000,29161.8,29193.5,29138.1,29141,1691056800,200606083.2328
1691060400000,29134.2,29178.1,29114.5,29161.8,1691060400,171288049.2799
1691064000000,29097.2,29157.4,29068,29134.1,1691064000,249553348.2432
1691067600000,29184.9,29234.4,29095.3,29097.2,1691067600,394536119.2076
1691071200000,29380.1,29440,29168.8,29184.9,1691071200,918927736.6447
1691074800000,29244.4,29430.1,29185,29380,1691074800,728460473.008
1691078400000,29286.7,29320.8,29202,29244.4,1691078400,397427215.33
1691082000000,29215.7,29359.9,29212,29286.6,1691082000,446841847.1911
1691085600000,29255.2,29259.8,29119.3,29215.7,1691085600,428627847.9131
1691089200000,29265.7,29292.4,29203.8,29255.1,1691089200,167927346.4406
1691092800000,29293.8,29352.4,29255.5,29265.6,1691092800,351905766.097
1691096400000,29244.5,29331.5,29217,29293.8,1691096400,172201057.6625
1691100000000,29220.8,29260.2,29150,29244.6,1691100000,308360670.9875
1691103600000,29180.2,29231.1,29178.6,29220.8,1691103600,105673580.5719
1691107200000,29222.1,29244.4,29150,29180.1,1691107200,224521126.9505
1691110800000,29184.3,29225.2,29174.6,29222,1691110800,107284878.6335
1691114400000,29150.1,29199.9,29079.6,29184.4,1691114400,248964494.5341
1691118000000,29152.6,29166.3,29120,29150.2,1691118000,132305473.4726
